iter	Logloss
193	0.2561108057
194	0.2560484765
195	0.2559509072
196	0.2558809948
197	0.2558157047
198	0.2556877444
199	0.2556348805
200	0.2555817534
201	0.2554919649
202	0.2554108579
203	0.2553469098
204	0.2552601684
205	0.2551261146
206	0.2550566441
207	0.2550021511
208	0.2548977713
209	0.2548062177
210	0.2547809961
211	0.2546597651
212	0.2546213839
213	0.2545489825
214	0.2544752869
215	0.2543956749
216	0.2542943251
217	0.2542049768
218	0.2541001645
219	0.2540397465
220	0.2539720725
221	0.2539073723
222	0.2538596497
223	0.2537603154
224	0.2537000427
225	0.2536241735
226	0.2535337405
227	0.2534572012
228	0.253373889
229	0.2532882109
230	0.2531965197
231	0.2531285287
232	0.2530459063
233	0.2529611957
234	0.2529004554
235	0.2528140594
236	0.2527483154
237	0.2526702077
238	0.2524809721
239	0.2524193121
240	0.2523444336
241	0.2522729134
242	0.2522098833
243	0.2521519679
244	0.2520637692
245	0.2519652127
246	0.2518939421
247	0.2517911264
248	0.2517172241
249	0.251623302
250	0.251560677
251	0.251502648
252	0.2514323748
253	0.2513613059
254	0.2512822853
255	0.2512174705
256	0.2511488213
257	0.2510651775
258	0.2509541307
259	0.2508456918
260	0.2507721433
261	0.250717446
262	0.2505709678
263	0.25048141
264	0.2504131352
265	0.2503593132
266	0.2502843005
267	0.250197542
268	0.2500814925
269	0.2499996701
270	0.2499318038
271	0.2498822863
272	0.2498211127
273	0.2497471855
274	0.2496634032
275	0.2495774396
276	0.2495100879
277	0.2494424559
278	0.2493695689
279	0.2493014993
280	0.2492254147
281	0.2491350082
282	0.249080322
283	0.2490111848
284	0.2489492471
285	0.2488866067
286	0.2488084708
287	0.2487026482
288	0.2486407105
289	0.2485757803
290	0.2485000906
291	0.2484385648
292	0.2483937321
293	0.2483338645
294	0.248278204
295	0.2482002723
296	0.2481495214
297	0.2480772165
298	0.2480184874
299	0.2479535119
300	0.2478995882
301	0.2478398223
302	0.2477783769
303	0.2477032736
304	0.247623959
305	0.2475327687
306	0.2474897548
307	0.2473962601
308	0.247341933
309	0.2472730376
310	0.2471940342
311	0.2471309434
312	0.2470841558
313	0.2470394223
314	0.2469673191
315	0.2469166784
316	0.2468333961
317	0.2467565398
318	0.2466851828
319	0.2466289393
320	0.2465498341
321	0.2464700426
322	0.2463016796
323	0.2462535809
324	0.2462020385
325	0.2461466241
326	0.2460270821
327	0.2459817793
328	0.2459102223
329	0.2458544899
330	0.2457890503
331	0.2457285348
332	0.2456786771
333	0.2456263107
334	0.2455547896
335	0.2454838771
336	0.2454357254
337	0.2453898824
338	0.2453417794
339	0.2452794527
340	0.2452145858
341	0.2451485205
342	0.2451007278
343	0.245028199
344	0.2449676767
345	0.2449173386
346	0.2448694159
347	0.244819683
348	0.244773181
349	0.2447281721
350	0.2446691772
351	0.2446098011
352	0.2445739996
353	0.2444999826
354	0.2444377064
355	0.244342798
356	0.244287269
357	0.2442274844
358	0.244183291
359	0.2440993634
360	0.2440422173
361	0.2439986282
362	0.2439583281
363	0.243898175
364	0.2438396374
365	0.2437860146
366	0.2437162748
367	0.2436611766
368	0.2436190637
369	0.243499243
370	0.243450234
371	0.2434027243
372	0.2433668483
373	0.2433252371
374	0.2432775307
375	0.2431909833
376	0.2431369092
377	0.2431037607
378	0.2430479548
379	0.2429893377
380	0.2429227092
381	0.2428847502
382	0.2428207808
383	0.2427678725
384	0.242707198
385	0.2426584634
386	0.2426117725
387	0.242553034
388	0.2425004283
389	0.2424560879
390	0.242390779
391	0.2423263155
392	0.2422514045
393	0.2421769312
394	0.2421409706
395	0.2420721214
396	0.2420235732
397	0.2419683776
398	0.2419261988
399	0.2418990591
400	0.2418577531
401	0.2418095766
402	0.2417465969
403	0.2416849446
404	0.2416178913
405	0.2415634897
406	0.241513026
407	0.2414742585
408	0.2414250691
409	0.2413902949
410	0.2412848784
411	0.2412245586
412	0.2411464398
413	0.2411025456
414	0.2410606924
415	0.2409770349
416	0.2409182298
417	0.2408746407
418	0.2408335517
419	0.2407731892
420	0.2407135516
421	0.240643057
422	0.2406098231
423	0.2405550797
424	0.2405134932
425	0.2404505212
426	0.2403877347
427	0.2403327802
428	0.2402783487
429	0.2402132536
430	0.2401691474
431	0.240133827
432	0.2401013162
433	0.2400504421
434	0.240013985
435	0.2399468034
436	0.2398895086
437	0.239807305
438	0.2397591174
439	0.2397160309
440	0.239653176
441	0.2395927973
442	0.2395511442
443	0.2395100193
444	0.2394820642
445	0.2394298602
446	0.2393811051
447	0.2393458061
448	0.2392983228
449	0.2392429076
450	0.239210607
451	0.2391581415
452	0.2391209039
453	0.2390683435
454	0.2390240424
455	0.2389862348
456	0.238947763
457	0.2388834345
458	0.2388352153
459	0.2388069825
460	0.2387588043
461	0.2387191
462	0.2386479875
463	0.2385997742
464	0.2385451659
465	0.2385020802
466	0.2384591253
467	0.2384253238
468	0.2383826895
469	0.2383337446
470	0.2382835706
471	0.2382530659
472	0.2382194234
473	0.2381569616
474	0.2381187412
475	0.2380692005
476	0.2380289791
477	0.2379815463
478	0.237933092
479	0.2378976246
480	0.2378562912
481	0.2378153313
482	0.2377566116
483	0.2377187108
484	0.2376815861
485	0.2376471965
486	0.2375965601
487	0.2375363806
488	0.2374806422
489	0.2374301776
490	0.2373786318
491	0.2373356923
492	0.2372993309
493	0.2372643464
494	0.2372116321
495	0.2371549262
496	0.2371029188
497	0.2370619769
498	0.2370186519
499	0.2369696634
500	0.2369315925
501	0.2369041221
502	0.236853254
503	0.236810818
504	0.236741403
505	0.2367096229
506	0.2366746034
507	0.2366146692
508	0.2365727246
509	0.2365197137
510	0.236466261
511	0.2364332262
512	0.2363754732
513	0.236327607
514	0.236273185
515	0.2362268479
516	0.2361854982
517	0.2361328216
518	0.2360671238
519	0.2360291657
520	0.2359867955
521	0.2359551437
522	0.2359020559
523	0.2358733828
524	0.2358230379
525	0.2357771957
526	0.2357404676
527	0.2356970383
528	0.235668508
529	0.2356403119
530	0.2356082464
531	0.235569578
532	0.2355345269
533	0.2354951585
534	0.2354536858
535	0.2354151661
536	0.2353892812
537	0.2353461298
538	0.235300844
539	0.2352669784
540	0.235239373
541	0.2351866108
542	0.2351327691
543	0.235086856
544	0.2350276355
545	0.2349906116
546	0.2349588863
547	0.2349076712
548	0.2348715756
549	0.2348327662
550	0.2347864027
551	0.2347552064
552	0.2346850495
553	0.2346448204
554	0.2345913326
555	0.2345544438
556	0.2345025107
557	0.2344596635
558	0.2344361659
559	0.2343885997
560	0.2343566565
561	0.2343182556
562	0.2342754085
563	0.2342500945
564	0.2342208206
565	0.2341797607
566	0.2341412051
567	0.2340930389
568	0.2340544723
569	0.2340048949
570	0.2339591305
571	0.233921863
572	0.2338722087
573	0.2338455204
574	0.2338036561
575	0.2337567054
576	0.2337066168
577	0.233654359
578	0.2335915314
579	0.233528762
580	0.2334857465
581	0.2334224608
582	0.2333745219
583	0.2333358254
584	0.2333010059
585	0.2332350124
586	0.2331886933
587	0.2331473017
588	0.2331070974
589	0.2330649348
590	0.2330296803
591	0.2329936257
592	0.2329197208
593	0.2328805379
594	0.2328464295
595	0.2328082911
596	0.2327734947
597	0.2327399214
598	0.2327019163
599	0.2326540407
600	0.2326257643
601	0.2325847283
602	0.232556533
603	0.2325103122
604	0.2324874334
605	0.2324649367
606	0.232420557
607	0.2323657563
608	0.2323295667
609	0.2322782559
610	0.232236943
611	0.2321952591
612	0.2321565565
613	0.2321159693
614	0.2320636396
615	0.2320242781
616	0.2319778427
617	0.2319447874
618	0.2318552595
619	0.2318071053
620	0.2317697797
621	0.2317203878
622	0.2316884309
623	0.2316582851
624	0.2316231955
625	0.231575225
626	0.2315300248
627	0.231501285
628	0.2314614782
629	0.2314124769
630	0.231387751
631	0.2313576454
632	0.2313199566
633	0.2312624882
634	0.2312254798
635	0.2311770691
636	0.2311321449
637	0.2310843343
638	0.2310584955
639	0.2310145748
640	0.2309523345
641	0.2309081906
642	0.2308603475
643	0.2308190414
644	0.2307875794
645	0.2307466528
646	0.2307116863
647	0.2306652868
648	0.2306156017
649	0.230567074
650	0.230526903
651	0.2304983581
652	0.2304546827
653	0.2304348195
654	0.2304129587
655	0.2303835676
656	0.2303309722
657	0.2303001409
658	0.2302705319
659	0.2302327414
660	0.2301963432
661	0.2301504677
662	0.2301265358
663	0.2300966593
664	0.2300667614
665	0.2300402526
666	0.2299980823
667	0.2299491836
668	0.2299157873
669	0.2298824935
670	0.2298413233
671	0.2297772496
672	0.2297193376
673	0.2296772059
674	0.2296427847
675	0.229602906
676	0.2295468036
677	0.2295079463
678	0.2294715661
679	0.229421681
680	0.2293914976
681	0.2293576722
682	0.2293074341
683	0.2292609876
684	0.2292172763
685	0.2291737188
686	0.2291347197
687	0.2290918836
688	0.2290601908
689	0.2290256696
690	0.2290024335
691	0.2289469362
692	0.2289170212
693	0.2288785751
694	0.2288567041
695	0.2288316628
696	0.228779016
697	0.228749996
698	0.2287213152
699	0.2286821973
700	0.2286484248
701	0.22859835
702	0.228571942
703	0.2285451759
704	0.2284944591
705	0.2284626509
706	0.2284195353
707	0.2283926991
708	0.2283640132
709	0.228334776
710	0.2282899373
711	0.2282613113
712	0.228224502
713	0.228173139
714	0.2281275969
715	0.2280834607
716	0.2280378186
717	0.2280011657
718	0.2279713456
719	0.2279382869
720	0.2279048888
721	0.2278612459
722	0.22783193
723	0.2278082649
724	0.2277671434
725	0.2277143693
726	0.2276710486
727	0.2276387583
728	0.2275995549
729	0.2275697117
730	0.2275325238
731	0.2274861431
732	0.2274515886
733	0.2274109176
734	0.2273664387
735	0.2273296465
736	0.2272981989
737	0.227265324
738	0.227228766
739	0.2271896822
740	0.2271598989
741	0.2271081581
742	0.2270740165
743	0.227033207
744	0.2269865519
745	0.2269523111
746	0.2269059578
747	0.2268685074
748	0.2268336059
749	0.2268047653
750	0.2267739059
751	0.2267334554
752	0.2267005873
753	0.2266805436
754	0.2266616249
755	0.2266198264
756	0.2265782939
757	0.2265461112
758	0.2265232196
759	0.2264896242
760	0.2264498498
761	0.2264193467
762	0.2263842563
763	0.2263416467
764	0.2262939976
765	0.2262440501
766	0.2262054647
767	0.2261662886
768	0.2261015823
769	0.2260585856
770	0.2260414703
771	0.2259998719
772	0.2259633609
773	0.2259268354
774	0.2258783597
775	0.2258450728
776	0.2258099559
777	0.2257750355
778	0.225740934
779	0.2256914199
780	0.2256695625
781	0.2256505967
782	0.2256154396
783	0.2255864751
784	0.2255586867
785	0.2255346498
786	0.2254972122
787	0.2254704418
788	0.2254357036
789	0.2253936504
790	0.2253601173
791	0.2253082322
792	0.2252480885
793	0.2252103749
794	0.2251806377
795	0.225151109
796	0.2251243908
797	0.2251016718
798	0.2250747168
799	0.2250278207
800	0.224989225
801	0.2249373885
802	0.2248972389
803	0.2248689112
804	0.224834684
805	0.2247979756
806	0.2247691461
807	0.224731041
808	0.224691353
809	0.2246584977
810	0.224635612
811	0.2245845423
812	0.2245311237
813	0.2244945956
814	0.2244524886
815	0.2244322151
816	0.224382954
817	0.2243525654
818	0.224316322
819	0.2242584015
820	0.2242141636
821	0.2241937063
822	0.2241686616
823	0.2241406544
824	0.224100421
825	0.2240540694
826	0.2240107496
827	0.2239774866
828	0.2239406534
829	0.2238902913
830	0.2238597849
831	0.2238316067
832	0.2237968359
833	0.2237608993
834	0.2237279543
835	0.2236824984
836	0.2236588538
837	0.2236128099
838	0.223569208
839	0.2235349544
840	0.2234948107
841	0.2234679326
842	0.2234393433
843	0.2234070795
844	0.2233702694
845	0.2233358533
846	0.2233030297
847	0.2232647613
848	0.2232329907
849	0.2231902606
850	0.2231510452
851	0.2231274228
852	0.2230854295
853	0.2230617148
854	0.223032187
855	0.2230115066
856	0.2229750178
857	0.2229514595
858	0.2229076183
859	0.2228658874
860	0.2228222171
861	0.2227565014
862	0.2227334654
863	0.2227050239
864	0.222661328
865	0.2226171226
866	0.222593431
867	0.2225570072
868	0.2225426989
869	0.2225202304
870	0.222494725
871	0.2224629441
872	0.2224308059
873	0.2223790558
874	0.222326945
875	0.2223011182
876	0.222277942
877	0.2222399967
878	0.2222053542
879	0.2221736989
880	0.2221212223
881	0.2220698285
882	0.2220442702
883	0.2220034205
884	0.2219754748
885	0.2219348389
886	0.2219009562
887	0.2218597347
888	0.2218117659
889	0.2217828288
890	0.2217301718
891	0.2216986909
892	0.2216461125
893	0.2216160334
894	0.2215956505
895	0.2215690151
896	0.2215168744
897	0.2214933451
898	0.221461707
899	0.2214168076
900	0.2213862054
901	0.2213512218
902	0.2213158698
903	0.2212876857
904	0.2212581861
905	0.221223535
906	0.2211771313
907	0.2211360483
908	0.2211075077
909	0.2210707514
910	0.2210331309
911	0.2210010577
912	0.2209680332
913	0.2209351565
914	0.2208989071
915	0.220869593
916	0.2208312383
917	0.2208051628
918	0.2207485791
919	0.2207045575
920	0.2206855849
921	0.220648979
922	0.2206233172
923	0.2205815009
924	0.2205459779
925	0.2205023906
926	0.2204645838
927	0.2204326772
928	0.2203996638
929	0.2203575158
930	0.2203156507
931	0.2202868478
932	0.2202562977
933	0.2202280409
934	0.2201959976
935	0.2201731291
936	0.2201456706
937	0.220122391
938	0.2200881698
939	0.2200653295
940	0.2200330913
941	0.2200071577
942	0.2199595377
943	0.2199227967
944	0.2198923715
945	0.2198735835
946	0.2198436608
947	0.2198045249
948	0.219779723
949	0.2197491917
950	0.2197216606
951	0.2196897011
952	0.2196614708
953	0.2196205937
954	0.2195908292
955	0.2195633135
956	0.2195349874
957	0.2194978525
958	0.2194565404
959	0.2194324
960	0.2193807627
961	0.2193404832
962	0.219315565
963	0.2192862534
964	0.2192609737
965	0.2192140255
966	0.2191715681
967	0.2191345946
968	0.2191034317
969	0.2190697004
970	0.2190241052
971	0.2189901635
972	0.2189577219
973	0.2189323644
974	0.2189065052
975	0.2188751209
976	0.2188542268
977	0.2188232357
978	0.2188042417
979	0.2187629937
980	0.2187258109
981	0.2186873861
982	0.2186549505
983	0.2186184994
984	0.2185934786
985	0.2185763488
986	0.2185475458
987	0.2185179437
988	0.2184886749
989	0.2184520878
990	0.218417882
991	0.2183762323
992	0.2183480328
993	0.2183131372
994	0.2182637342
995	0.2182327474
996	0.2182064804
997	0.2181644145
998	0.2181312301
999	0.2181021707
